,Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,AMERIBOR,T10YIE,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS10,DGS1,RIFSPPFAAD90NB,DCPN3M,DCPF1M,DCOILWTICO,DHHNGSP,USRECD,USRECDM,USRECDP
414,8/24/2020,0.92,0.2,2.59,1.14,0.58,0,2.51171,3431.28,0.11137274,1.67,1.57,5.17,5.52,0.65,0.14,0.13,0.06,0.1,42.44,2.57,0,0,0
415,8/25/2020,0.36,-0.01,-0.65,-0.47,-0.69,0,2.43613,3443.62,0.10365067,1.7,1.6,5.07,5.43,0.69,0.13,0.13,0.09,0.1,43.17,2.54,0,0,0
416,8/26/2020,1,-1.73,-1.74,-0.13,-0.85,0,2.36318,3478.73,0.10437685,1.72,1.63,5.02,5.39,0.69,0.12,0.13,,,43.21,2.52,0,0,0
417,8/27/2020,0.18,-0.01,0.95,0.59,-0.53,0,2.29284,3484.55,0.10112292,1.73,1.65,4.98,5.37,0.74,0.13,,,0.11,42.88,2.52,0,0,0
418,8/28/2020,0.7,0.37,-0.23,0.13,-0.08,0,2.22508,3508.01,0.09799137,1.77,1.68,5,5.37,0.74,0.12,0.17,0.13,0.11,42.96,2.46,0,0,0
419,8/31/2020,-0.04,-0.93,-1.76,-0.71,-0.11,0,2.03734,3500.31,0.10968453,1.8,1.69,5.02,5.38,0.72,0.12,,0.12,0.13,42.61,2.3,0,0,0
420,9/1/2020,0.92,0.19,-0.3,0.6,0.13,0,1.98017,3526.65,0.10148306,1.76,1.65,4.97,5.33,0.68,0.12,0.15,0.1,,42.76,2.22,0,0,0
421,9/2/2020,1.27,-0.26,-0.45,0.76,-0.4,0,1.926,3580.84,0.10283679,1.73,1.61,4.93,5.28,0.66,0.13,0.13,0.12,0.1,42.76,2.15,0,0,0
422,9/3/2020,-3.7,0.44,2.6,-0.09,-0.15,0,1.87479,3455.06,0.10144437,1.65,1.53,5.04,5.37,0.63,0.12,,0.11,,41.39,2.32,0,0,0
423,9/4/2020,-0.87,0.35,2.06,0.8,0.87,0,1.82655,3426.96,0.10073546,1.7,1.57,5.13,5.53,0.72,0.13,0.13,,0.1,39.69,1.8,0,0,0
424,9/8/2020,-2.91,0.92,-0.28,-0.72,-0.61,0,1.65707,3331.84,0.10178114,1.68,1.55,5.25,5.62,0.69,0.15,,0.11,,36.87,2.35,0,0,0
425,9/9/2020,2.07,-0.61,-2,-0.17,-0.2,0,1.61762,3398.96,0.09877404,1.71,1.57,5.16,5.54,0.71,0.14,0.16,0.11,,38.05,2.21,0,0,0
426,9/10/2020,-1.64,0.38,-0.07,-0.39,-0.36,0,1.57911,3339.19,0.09783177,1.69,1.54,5.16,5.52,0.68,0.15,0.13,0.11,,37.25,2.13,0,0,0
427,9/11/2020,-0.06,-0.62,0.89,0.23,0.47,0,1.54153,3340.97,0.09769779,1.65,1.53,5.21,5.56,0.67,0.13,,0.11,,37.33,1.93,0,0,0
428,9/14/2020,1.59,1.03,-0.8,-0.82,0,0,1.43555,3383.54,0.10202669,1.65,1.54,5.18,5.53,0.68,0.14,0.14,0.11,,37.23,2.18,0,0,0
429,9/15/2020,0.57,-0.63,-1.43,0.12,-0.35,0,1.40408,3401.2,0.10142132,1.67,1.54,5.14,5.5,0.68,0.13,0.13,0.11,0.1,38.29,2.19,0,0,0
430,9/16/2020,-0.39,1.22,1.31,-0.94,0.27,0,1.37475,3385.49,0.10339533,1.68,1.57,5.07,5.44,0.69,0.12,0.13,0.12,,40.17,2.06,0,0,0
431,9/17/2020,-0.85,0.47,0.2,0.07,0.64,0,1.34753,3357.01,0.10201703,1.66,1.57,5.14,5.5,0.69,0.12,0.13,0.11,,40.99,1.65,0,0,0
432,9/18/2020,-0.88,0.78,-0.21,-1.12,-0.47,0,1.32241,3319.47,0.10530646,1.67,1.58,5.16,5.53,0.7,0.13,,0.12,,41.09,1.56,0,0,0
433,9/21/2020,-1.08,-2.69,-1.89,-0.49,-0.28,0,1.25678,3281.06,0.10933269,1.62,1.5,5.42,5.77,0.68,0.12,,0.12,0.09,39.26,1.33,0,0,0
434,9/22/2020,1.02,-0.47,-1.63,0.58,-0.5,0,1.23434,3315.57,0.10983639,1.62,1.5,5.45,5.79,0.68,0.12,0.11,0.12,0.08,39.55,1.49,0,0,0
435,9/23/2020,-2.48,-0.66,0.16,0.2,-0.18,0,1.21113,3236.92,0.11048779,1.6,1.48,5.47,5.83,0.68,0.13,0.14,0.12,0.1,39.92,1.74,0,0,0
436,9/24/2020,0.25,-0.19,0.38,0.52,0.11,0,1.18715,3246.59,0.11372347,1.58,1.45,5.64,5.99,0.67,0.12,,0.12,0.09,40.11,1.93,0,0,0
437,9/25/2020,1.72,-0.16,-1.34,-0.51,-0.63,0,1.16238,3298.46,0.10365979,1.58,1.43,5.64,5.99,0.66,0.12,,0.15,0.08,40.06,1.9,0,0,0
438,9/28/2020,1.66,0.88,1.05,0.4,0.18,0,1.08564,3351.6,0.11060216,1.61,1.48,5.52,5.86,0.67,0.12,,0.13,0.07,40.47,1.83,0,0,0
439,9/29/2020,-0.42,0.41,-1.33,-0.79,-0.59,0,1.06234,3335.47,0.10296113,1.64,1.49,5.5,5.83,0.66,0.12,,0.11,,39.03,1.74,0,0,0
440,9/30/2020,0.79,-0.69,0.16,0.34,0.12,0,1.04057,3363,0.1081406,1.63,1.5,5.41,5.77,0.69,0.12,,0.11,,40.05,1.66,0,0,0
441,10/1/2020,0.79,0.79,-0.54,-0.02,-0.58,0,1.02031,3380.8,0.0964656,1.63,1.48,5.36,5.73,0.68,0.12,0.14,0.12,0.11,38.51,1.6,0,0,0
442,10/2/2020,-0.96,1.68,2.44,0.58,0.34,0,0.999546,3348.44,0.09619863,1.64,1.48,5.38,5.76,0.7,0.12,,0.11,,36.9,1.41,0,0,0
443,10/5/2020,1.93,0.88,-0.1,-0.47,0.12,0,0.936993,3408.63,0.10415031,1.68,1.52,5.18,5.6,0.78,0.12,0.08,0.1,0.08,39.12,1.92,0,0,0
444,10/6/2020,-1.28,0.84,0.26,-0.51,-0.05,0,0.91987,3360.95,0.10273015,1.66,1.51,5.06,5.48,0.76,0.14,,0.09,,40.52,1.86,0,0,0
445,10/7/2020,1.84,0.49,0.22,-0.28,0.13,0,0.905082,3419.45,0.10059571,1.71,1.54,5.02,5.46,0.81,0.13,0.13,0.09,0.1,39.82,2.01,0,0,0
446,10/8/2020,0.8,0.28,0.99,0.22,0.25,0,0.892623,3446.83,0.0933527,1.72,1.56,4.97,5.39,0.78,0.13,,,0.09,41.04,1.49,0,0,0
447,10/9/2020,0.93,-0.33,-1.41,-0.18,-0.29,0,0.882489,3477.13,0.09056355,1.73,1.56,4.92,5.35,0.79,0.15,0.12,0.1,,40.44,2.25,0,0,0
448,10/12/2020,1.53,-1.01,-0.09,0.79,0.34,0,0.862037,3534.22,0.09056355,,,4.92,5.34,,,,,,39.22,2.31,0,0,0
449,10/13/2020,-0.41,-0.18,-1.72,-0.88,-0.98,0,0.853227,3511.93,0.09127858,1.7,1.52,4.88,5.27,0.74,0.13,0.1,0.1,0.1,40.03,2.14,0,0,0
450,10/14/2020,-0.65,0,0.03,0.36,0.67,0,0.842754,3488.67,0.08786456,1.69,1.52,4.89,5.28,0.73,0.13,0.12,0.11,0.07,40.86,2.02,0,0,0
451,10/15/2020,-0.08,1.17,1.14,0.17,0.19,0,0.830615,3483.34,0.08751289,1.69,1.52,5.01,5.42,0.74,0.12,0.14,0.12,0.1,40.84,2.23,0,0,0
452,10/16/2020,-0.06,-0.13,0.06,-0.04,-0.12,0,0.816806,3483.81,0.09194544,1.71,1.53,4.94,5.35,0.76,0.12,,0.1,,40.7,2.16,0,0,0
453,10/19/2020,-1.53,0.35,0.3,-0.35,-0.24,0,0.765568,3426.92,0.09132439,1.71,1.53,4.91,5.32,0.78,0.13,0.09,0.12,,40.69,2.3,0,0,0
454,10/20/2020,0.34,-0.09,1.26,0.54,0.16,0,0.745541,3443.12,0.09280949,1.72,1.53,4.9,5.34,0.81,0.13,0.08,0.13,,41.37,2.57,0,0,0
455,10/21/2020,-0.36,-0.47,0.41,0.53,-0.01,0,0.724072,3435.56,0.09146711,1.74,1.56,4.91,5.35,0.83,0.13,0.15,0.13,,39.88,2.95,0,0,0
456,10/22/2020,0.67,0.95,1.03,-0.58,-0.09,0,0.701155,3453.49,0.08565671,1.76,1.68,4.88,5.34,0.87,0.13,0.18,0.13,,40.46,2.99,0,0,0
457,10/23/2020,0.38,0.38,0.04,-0.14,-0.35,0,0.676782,3465.39,0.08273211,1.75,1.66,4.87,5.33,0.85,0.12,0.08,0.13,0.08,39.73,2.91,0,0,0
458,10/26/2020,-1.85,-0.48,-0.39,-0.14,-0.02,0,0.595926,3400.97,0.07996827,1.72,1.63,5.03,5.46,0.81,0.12,0.13,0.12,,38.39,3.14,0,0,0
459,10/27/2020,-0.23,-0.62,-2.33,-0.41,-0.73,0,0.567799,3390.68,0.08282887,1.71,1.64,5.06,5.49,0.79,0.12,0.13,0.14,,39.34,3.07,0,0,0
460,10/28/2020,-3.41,0.18,0.58,-0.46,0,0,0.539248,3271.03,0.07937439,1.7,1.61,5.29,5.72,0.79,0.12,,0.12,0.07,37.27,3.14,0,0,0
461,10/29/2020,1.13,0.15,0.27,0.32,0.6,0,0.510265,3310.11,0.08144662,1.71,1.61,5.25,5.7,0.85,0.12,,0.12,0.11,35.94,3.06,0,0,0
462,10/30/2020,-1.45,-0.24,1.86,0.25,-0.08,0,0.48084,3269.96,0.08342377,1.7,1.59,5.25,5.72,0.88,0.13,0.13,0.11,0.1,35.64,3.03,0,0,0
463,11/2/2020,1.17,0.87,0.99,0.42,0.39,0,0.389591,3310.24,0.08538417,1.71,1.6,5.25,5.72,0.87,0.13,0.15,0.14,0.12,36.6,3.03,0,0,0
464,11/3/2020,1.93,1,-0.2,-0.18,0.02,0,0.357838,3369.16,0.07837758,1.72,1.62,5.07,5.56,0.9,0.14,0.17,0.11,0.1,37.44,2.88,0,0,0
465,11/4/2020,2.25,-2.56,-5,-0.72,-1.71,0,0.325362,3443.44,0.0793674,1.64,1.56,4.79,5.21,0.78,0.12,0.15,0.12,0.11,38.97,2.63,0,0,0
466,11/5/2020,2.13,1.03,0.52,0.36,0.55,0,0.292152,3510.45,0.07822165,1.66,1.55,4.59,5.02,0.79,0.12,0.14,0.16,,38.56,2.69,0,0,0
467,11/6/2020,0.01,-1.09,-0.93,-0.23,-0.11,0,0.258198,3509.44,0.07970412,1.65,1.54,4.67,5.13,0.83,0.12,0.15,0.13,0.1,36.97,2.67,0,0,0
468,11/9/2020,0.86,2.82,6.74,0.79,0.83,0,0.153365,3550.5,0.07628,1.73,1.63,4.22,4.76,0.96,0.12,0.17,0.11,,40.05,2.63,0,0,0
469,11/10/2020,-0.17,2.09,2.16,0.32,1.28,0,0.119528,3545.53,0.07961092,1.76,1.69,4.37,4.93,0.98,0.12,0.19,0.12,0.17,41.18,2.74,0,0,0
470,11/11/2020,0.88,-1.09,-1.75,-0.64,-0.18,0,0.0864945,3572.66,0.07961092,,,4.37,4.93,,,,,,41.23,2.75,0,0,0
471,11/12/2020,-0.94,-0.56,-1.18,-0.67,-0.23,0,0.0542535,3537.01,0.07596131,1.71,1.63,4.62,5.11,0.88,0.13,0.11,0.14,0.1,40.9,2.81,0,0,0
472,11/13/2020,1.31,0.93,1.14,0.59,0.43,0,0.0227948,3585.15,0.07731264,1.72,1.64,4.63,5.13,0.89,0.12,0.14,0.14,,39.93,2.82,0,0,0
473,11/16/2020,1.22,1.25,2,0.71,0.86,0,-0.0645546,3626.91,0.07886844,1.72,1.64,4.5,5.01,0.91,0.12,0.2,0.15,0.17,41.14,2.62,0,0,0
474,11/17/2020,-0.19,0.6,0,-0.42,-0.42,0,-0.0881205,3609.53,0.07749068,1.7,1.63,4.48,4.96,0.87,0.12,0.19,0.16,0.17,41.24,2.55,0,0,0
475,11/18/2020,-0.93,-0.05,0.02,0.07,-0.4,0,-0.108519,3567.79,0.07632918,1.7,1.63,4.42,4.91,0.88,0.11,0.17,0.16,,41.64,2.37,0,0,0
476,11/19/2020,0.59,0.27,-0.76,-0.66,-0.19,0,-0.125758,3581.87,0.07746573,1.7,1.62,4.48,4.95,0.86,0.11,0.14,0.14,,41.57,2.19,0,0,0
477,11/20/2020,-0.51,0.6,-0.6,-0.74,-0.1,0,-0.139841,3557.54,0.08206582,1.69,1.61,4.49,4.95,0.83,0.11,,0.11,,41.99,2.22,0,0,0
478,11/23/2020,0.83,1.4,1.57,0.34,0.05,0,-0.168175,3577.59,0.07781106,1.71,1.62,4.43,4.91,0.86,0.1,,0.09,0.07,42.91,2.23,0,0,0
479,11/24/2020,1.56,0.51,2.76,0.53,0.52,0,-0.179626,3635.41,0.0771862,1.74,1.65,4.31,4.79,0.88,0.11,,0.13,0.14,44.71,2.47,0,0,0
480,11/25/2020,0.03,-0.27,-1.33,-0.39,-0.53,0,-0.192916,3629.65,0.07692095,1.75,1.67,4.33,4.81,0.88,0.11,0.12,0.13,,45.58,2.47,0,0,0
481,11/27/2020,0.43,0.15,-1.62,-0.77,-0.31,0,-0.225028,3638.35,0.07870866,1.75,1.67,4.35,4.81,0.84,0.11,,,,,,0,0,0
482,11/30/2020,-0.53,-1.55,-2.07,-0.5,0.48,0,-0.278475,3621.63,0.07837652,1.77,1.68,4.33,4.79,0.84,0.11,0.18,0.13,,45.2,2.89,0,0,0
483,12/1/2020,0.98,-0.08,0.54,1.06,0.49,0,-0.285636,3662.45,0.0769506,1.81,1.72,4.21,4.74,0.92,0.12,0.2,0.12,0.15,44.54,2.89,0,0,0
484,12/2/2020,0.11,0.21,1.07,0.38,0.6,0,-0.285769,3669.01,0.07398627,1.85,1.76,4.17,4.7,0.95,0.11,0.17,0.13,0.11,45.23,2.75,0,0,0
485,12/3/2020,0.18,0.55,-0.09,-0.29,0.19,0,-0.278872,3666.72,0.07242161,1.86,1.78,4.1,4.61,0.92,0.1,0.14,0.15,,45.65,2.46,0,0,0
486,12/4/2020,1.02,1.59,0.84,-0.32,0.59,0,-0.264944,3699.12,0.07413775,1.89,1.83,4.03,4.56,0.97,0.11,,0.14,0.12,46.23,2.48,0,0,0
487,12/7/2020,0.03,-0.06,-1.02,-0.56,-0.49,0,-0.186296,3691.96,0.07816503,1.88,1.84,4.03,4.53,0.94,0.1,0.14,0.15,0.1,45.72,2.39,0,0,0
488,12/8/2020,0.47,0.89,-0.71,-0.71,0,0,-0.154938,3702.25,0.07580262,1.89,1.84,4.03,4.52,0.92,0.1,,0.08,,45.64,2.36,0,0,0
489,12/9/2020,-1.03,0.31,1.28,0.85,0.28,0,-0.121889,3672.82,0.07565321,1.91,1.84,4.04,4.56,0.95,0.1,0.21,0.18,,45.48,2.45,0,0,0
490,12/10/2020,0.24,0.93,-0.47,-1.52,-0.27,0,-0.08714,3668.1,0.07551321,1.88,1.83,4.08,4.57,0.92,0.1,0.14,0.11,,46.76,2.45,0,0,0
491,12/11/2020,-0.2,-0.58,-0.71,-0.57,-0.55,0,-0.0506791,3663.46,0.07672967,1.87,1.82,4.13,4.6,0.9,0.1,,0.13,,46.59,2.54,0,0,0
492,12/14/2020,-0.28,0.22,-1.52,-0.4,-0.8,0,0.065326,3647.49,0.08074866,1.88,1.84,4.07,4.54,0.9,0.1,0.22,0.12,,47.02,2.69,0,0,0
493,12/15/2020,1.28,1.15,0.36,0.44,0.55,0,0.101223,3694.62,0.08340652,1.91,1.86,4.06,4.54,0.92,0.09,0.13,0.12,0.09,47.58,2.63,0,0,0
494,12/16/2020,0.17,-0.58,-0.38,0.03,-0.2,0,0.135125,3701.17,0.08223944,1.92,1.9,4.06,4.54,0.92,0.09,,0.12,,47.86,2.73,0,0,0
495,12/17/2020,0.79,0.5,-0.71,-0.59,-0.21,0,0.167045,3722.48,0.08308023,1.94,1.9,4.05,4.54,0.94,0.09,0.13,0.11,,48.34,2.7,0,0,0
496,12/18/2020,-0.12,-0.19,-1.17,-0.4,-0.75,0,0.196991,3709.41,0.0942953,1.95,1.92,4.03,4.53,0.95,0.09,0.25,0.12,0.15,49.04,2.73,0,0,0
497,12/21/2020,-0.23,0.23,-0.05,-1.02,0.32,0,0.276323,3694.92,0.09346503,1.95,1.9,4.18,4.67,0.95,0.09,,0.13,0.08,47.79,2.68,0,0,0
498,12/22/2020,0.06,0.84,-1.61,-0.84,-0.07,0,0.300952,3687.26,0.08571632,1.94,1.92,4.12,4.6,0.93,0.09,0.21,0.13,0.12,47.02,2.76,0,0,0
499,12/23/2020,0.1,0.87,2.03,0.29,0.41,0,0.324893,3690.01,0.08036402,1.97,1.93,4.07,4.56,0.96,0.09,0.17,0.11,0.12,47.94,2.76,0,0,0
500,12/24/2020,0.21,-0.44,-0.19,0.25,-0.08,0,0.348155,3703.06,0.08498811,1.97,1.92,4.05,4.54,0.94,0.1,0.14,0.21,,48.18,2.68,0,0,0
501,12/28/2020,0.46,-0.68,0.36,1.39,0.46,0,0.437779,3735.36,0.08905428,1.97,1.92,3.89,4.37,0.94,0.11,0.14,0.12,0.1,47.5,2.39,0,0,0
502,12/29/2020,-0.4,-1.42,0.24,0.78,-0.29,0,0.464215,3727.04,0.0762347,1.96,1.9,3.85,4.33,0.94,0.11,0.14,0.11,,47.85,2.4,0,0,0
503,12/30/2020,0.27,1.06,0.03,-0.65,-0.05,0,0.493249,3732.04,0.08950228,1.96,1.92,3.87,4.34,0.93,0.12,,0.12,,48.24,2.36,0,0,0
504,12/31/2020,0.39,-0.71,0.41,0.56,-0.24,0,0.524889,3756.07,0.10128276,1.99,1.95,3.86,4.34,0.93,0.1,0.2,0.13,,48.35,,0,0,0
505,1/4/2021,-1.41,0.16,0.58,-0.64,0.1,0,0.63987,3700.65,0.07255639,2.01,1.98,3.93,4.4,0.93,0.1,0.13,0.1,0.09,47.47,2.6,0,0,0
506,1/5/2021,0.86,1.31,0.48,0.36,0.55,0,0.662994,3726.86,0.08700794,2.03,2.01,3.92,4.41,0.96,0.1,0.15,0.11,0.1,49.78,2.77,0,0,0
507,1/6/2021,0.79,3.15,3.93,0.06,0.53,0,0.684679,3748.14,0.08300897,2.06,2.04,3.8,4.36,1.04,0.11,0.13,0.11,,50.45,2.76,0,0,0
508,1/7/2021,1.76,0.02,-0.83,-1.5,-0.2,0,0.704934,3803.79,0.08707395,2.09,2.09,3.78,4.36,1.08,0.11,0.14,0.1,,50.63,2.81,0,0,0
509,1/8/2021,0.51,-1.01,-1.38,-0.43,-0.37,0,0.723765,3824.68,0.08762821,2.06,2.07,3.76,4.35,1.13,0.1,0.13,0.1,,52.14,2.77,0,0,0
510,1/11/2021,-0.51,0.54,1.26,-0.17,0.45,0,0.765853,3799.61,0.08326371,2.06,2.04,3.82,4.43,1.15,0.1,0.13,0.11,0.1,52.15,2.71,0,0,0
511,1/12/2021,0.38,1.48,1.21,-0.45,0.42,0,0.767214,3801.19,0.08657382,2.08,2.06,3.85,4.47,1.15,0.11,0.16,0.08,,53.08,2.89,0,0,0
512,1/13/2021,0.07,-1.02,-0.45,-0.22,-0.05,0,0.761258,3809.84,0.08159794,2.06,2.04,3.82,4.41,1.1,0.12,0.17,0.11,,52.81,2.82,0,0,0
513,1/14/2021,-0.11,2.37,1.11,-1.01,0.43,0,0.747983,3795.54,0.08146315,2.09,2.09,3.73,4.33,1.15,0.1,0.15,0.09,0.1,53.47,2.82,0,0,0
514,1/15/2021,-0.86,-0.74,-0.76,0.27,-0.47,0,0.727386,3768.25,0.07929986,2.1,2.09,3.74,4.32,1.11,0.1,0.13,0.09,,52.25,2.86,0,0,0
515,1/19/2021,0.92,0.75,-0.8,-0.7,0.09,0,0.571457,3798.91,0.08298179,2.1,2.12,3.71,4.28,1.1,0.1,,0.1,,52.87,2.65,0,0,0
516,1/20/2021,1.26,-0.75,-1.08,0.63,-0.38,0,0.513957,3851.85,0.08829503,2.12,2.15,3.67,4.24,1.1,0.1,,0.09,0.1,53.16,2.57,0,0,0
517,1/21/2021,-0.04,-0.77,-0.94,0.84,0.38,0,0.449011,3853.07,0.08506871,2.1,2.18,3.65,4.22,1.12,0.1,0.13,0.1,0.09,53,2.49,0,0,0
518,1/22/2021,-0.07,1.64,-0.12,-0.67,0.63,0,0.3766,3841.47,0.08234643,2.09,2.16,3.75,4.32,1.1,0.1,0.11,0.09,0.08,52.28,2.45,0,0,0
519,1/25/2021,0.29,-0.28,-0.41,0.23,0.98,0,0.116427,3855.36,0.08438713,2.08,2.15,3.75,4.29,1.05,0.1,,0.11,,52.78,2.63,0,0,0
520,1/26/2021,-0.32,-0.02,0.01,1.01,1.06,0,0.0180828,3849.62,0.07537971,2.08,2.15,3.74,4.28,1.05,0.09,,0.08,,52.61,2.73,0,0,0
521,1/27/2021,-2.53,1.19,1.55,0.59,2.46,0,-0.0857736,3750.77,0.08238968,2.08,2.15,3.85,4.38,1.04,0.09,0.14,0.08,0.12,52.81,2.77,0,0,0
522,1/28/2021,0.92,-1.69,-0.91,-1.06,-2.26,0,-0.195174,3787.38,0.0832511,2.13,2.18,3.76,4.31,1.07,0.08,,0.09,,52.26,2.76,0,0,0
523,1/29/2021,-1.84,0.41,0.58,-0.75,0.38,0,-0.310154,3714.24,0.07522124,2.13,2.21,3.79,4.35,1.11,0.1,,0.09,,52.16,2.68,0,0,0
524,2/1/2021,1.73,0.74,-1.47,-0.23,-1.22,0,-0.688802,3773.86,0.07077135,2.11,2.18,3.83,4.39,1.09,0.08,0.1,0.09,0.08,53.55,2.88,0,0,0
525,2/2/2021,1.48,-0.79,-1.08,-1.02,-2.14,0,-0.80821,3826.31,0.08268095,2.15,2.23,3.75,4.33,1.12,0.08,0.16,0.08,0.13,54.77,3.24,0,0,0
526,2/3/2021,0.15,0.68,0.7,-0.12,0.16,0,-0.915258,3830.17,0.0843386,2.19,2.27,3.68,4.27,1.15,0.08,0.12,0.08,0.09,55.67,3.01,0,0,0
527,2/4/2021,1.23,0.6,0.37,-0.09,-0.22,0,-1.00998,3871.74,0.08754164,2.17,2.25,3.64,4.23,1.15,0.07,0.14,0.08,,56.19,2.99,0,0,0
528,2/5/2021,0.58,0.94,-0.47,-0.73,0.41,0,-1.0924,3886.83,0.08663345,2.21,2.28,3.58,4.18,1.19,0.06,0.08,0.08,,56.8,3.49,0,0,0
529,2/8/2021,0.96,2.25,0.39,-0.94,0.73,0,-1.26703,3915.59,0.08971599,2.22,2.31,3.54,4.15,1.19,0.07,0.1,0.08,0.08,57.95,3.4,0,0,0
530,2/9/2021,0.05,0.7,-0.17,-0.73,-0.49,0,-1.30229,3911.23,0.08993109,2.22,2.31,3.51,4.12,1.18,0.07,0.1,0.08,0.08,58.34,3.35,0,0,0
531,2/10/2021,-0.08,-0.44,0.64,0.19,-0.03,0,-1.32624,3909.88,0.09078067,2.21,2.31,3.51,4.1,1.15,0.07,0.11,0.09,0.09,58.69,3.76,0,0,0
532,2/11/2021,0.19,-0.35,-0.43,-0.29,-0.08,0,-1.3389,3916.38,0.09406653,2.2,2.32,3.5,4.09,1.16,0.07,0.06,0.11,0.06,58.22,6.5,0,0,0
533,2/12/2021,0.49,-0.13,0.49,-0.37,-0.05,0,-1.34027,3934.83,0.09305556,2.21,2.35,3.48,4.1,1.2,0.06,,0.1,,59.5,6.12,0,0,0
534,2/16/2021,-0.14,-0.24,1.88,0.15,0,0,-1.24504,3932.59,0.09404762,2.24,2.37,3.41,4.09,1.3,0.08,0.1,0.12,0.08,60.07,11.32,0,0,0
535,2/17/2021,-0.21,-0.68,0.61,0.29,-0.14,0,-1.20214,3931.33,0.0924028,2.21,2.35,3.44,4.12,1.29,0.07,0.1,0.08,,61.09,23.86,0,0,0
536,2/18/2021,-0.63,-1.47,-0.19,0.91,-0.45,0,-1.152,3913.97,0.08865586,2.16,2.29,3.46,4.13,1.29,0.06,0.12,0.07,0.12,60.4,8.56,0,0,0
537,2/19/2021,0.16,2.04,0.71,-0.44,0.55,0,-1.09459,3906.71,0.09042846,2.14,2.29,3.41,4.12,1.34,0.07,0.13,0.07,0.1,59.12,4.96,0,0,0
538,2/22/2021,-1.13,0.72,3.16,1.7,0.86,0,-0.874012,3876.5,0.09370521,2.16,2.35,3.44,4.17,1.37,0.06,0.11,0.08,0.08,61.67,3.16,0,0,0
539,2/23/2021,-0.15,-1.03,0.9,1.16,-0.21,0,-0.778211,3881.37,0.09513966,2.16,2.35,3.47,4.19,1.37,0.08,,0.07,0.07,61.66,2.94,0,0,0
540,2/24/2021,1.15,1.49,1.4,-0.3,0.33,0,-0.670466,3925.43,0.09773381,2.17,2.38,3.42,4.16,1.38,0.08,,0.06,,63.21,2.8,0,0,0
541,2/25/2021,-2.74,-0.92,0.92,0.99,0.42,0,-0.550741,3829.34,0.09471993,2.14,2.34,3.42,4.3,1.54,0.09,0.12,0.08,,63.43,2.72,0,0,0
542,2/26/2021,-0.28,0.34,-1.57,-0.05,-0.37,0,-0.419,3811.15,0.10262829,2.15,2.39,3.52,4.37,1.44,0.08,0.15,0.08,0.09,61.55,2.66,0,0,0
543,3/1/2021,2.63,1.11,0.23,-0.41,0.23,0,0.048291,3901.82,0.09065878,2.16,2.4,3.54,4.38,1.45,0.08,0.1,0.07,0.07,60.54,2.7,0,0,0
544,3/2/2021,-1.05,-0.77,1.24,0.62,0.2,0,0.208094,3870.29,0.09857664,2.2,2.43,3.53,4.34,1.42,0.08,0.11,0.06,0.08,59.7,2.87,0,0,0
545,3/3/2021,-1.57,0.64,3.57,1.67,1.05,0,0.360158,3819.72,0.09477461,2.21,2.45,3.51,4.36,1.47,0.08,0.17,0.07,,61.33,2.86,0,0,0
546,3/4/2021,-1.7,-1.11,1.71,1.29,0.44,0,0.504533,3768.47,0.09116402,2.2,2.43,3.54,4.45,1.54,0.08,0.11,0.06,0.08,63.81,2.79,0,0,0
547,3/5/2021,1.85,0.36,0.62,0.97,0.51,0,0.641262,3841.94,0.08884817,2.22,2.43,3.6,4.52,1.56,0.08,0.12,0.08,0.08,66.08,2.72,0,0,0
548,3/8/2021,-0.67,1.47,3.7,1.63,0.88,0,1.00686,3821.35,0.09120567,2.21,2.42,3.57,4.53,1.59,0.09,0.11,0.12,,65.03,2.67,0,0,0
549,3/9/2021,1.79,0.45,-3.24,-1.87,-0.46,0,1.11515,3875.44,0.08651265,2.21,2.41,3.62,4.54,1.55,0.1,0.1,0.08,0.08,64.02,2.62,0,0,0
550,3/10/2021,0.68,1.19,1.82,-0.07,0.14,0,1.21684,3898.81,0.09250507,2.26,2.47,3.63,4.53,1.53,0.08,0.1,0.06,0.08,64.45,2.62,0,0,0
551,3/11/2021,1.44,1.09,-2.02,-1.42,-0.8,0,1.31198,3939.34,0.0939851,2.28,2.51,3.52,4.41,1.54,0.08,0.05,0.09,,66.02,2.7,0,0,0
552,3/12/2021,0.1,0.52,1.3,0.64,0.59,0,1.40059,3943.34,0.08819018,2.26,2.51,3.55,4.51,1.64,0.09,0.1,0.08,,65.59,2.65,0,0,0
553,3/15/2021,0.7,-0.33,-1.29,0.21,0.08,0,1.62406,3968.94,0.0860274,2.27,2.54,3.55,4.5,1.62,0.08,0.15,0.08,,65.36,2.58,0,0,0
554,3/16/2021,-0.43,-1.36,-0.83,0.31,-0.02,0,1.67988,3962.71,0.08116505,2.3,2.59,3.55,4.49,1.62,0.07,0.11,0.09,,64.82,2.5,0,0,0
555,3/17/2021,0.33,0.65,0.33,-0.05,0.15,0,1.72582,3974.12,0.0880402,2.3,2.58,3.65,4.57,1.63,0.07,,0.1,,64.55,2.6,0,0,0
556,3/18/2021,-1.88,-1.22,2.18,0.96,0.45,0,1.76189,3915.46,0.0903937,2.27,2.5,3.66,4.66,1.71,0.08,,0.1,,59.95,2.45,0,0,0
